author,id,order,rank_score,score,major
Claude E. Shannon,"[341178, 514168, 649221, 1320120, 2254636, 2789565, 2918189, 3104167, 4080567, 4603508, 5389286, 5746495, 6162671, 6548121, 6559620, 6771558, 6982577, 7003842, 7027256, 8219408, 8223409, 8689526, 8852733, 8879054, 9339330, 10070578, 10321420]","[1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 2, 11, 0, 0, 0, 0, 0]","[4.845181680354769e-08, 3.866702431318541e-09, 2.3601231023382085e-08, 1.09177404906675e-08, 3.084924398402175e-10, 1.4215679828396102e-07, 6.145806572156001e-06, 2.1889671379802305e-08, 1.452495562496315e-07, 8.154591580231e-09, 7.054729779831583e-08, 6.388820466001999e-10, 2.29938396599811e-06, 3.8337581346182125e-10, 6.377196887260414e-09, 1.8110226110031896e-09, 1.5559982748750153e-05, 4.7603392292514795e-09, 3.6557389337502278e-06, 4.008754527555317e-08, 1.6860761718263273e-07, 8.493618677212323e-10, 6.2573395042673785e-09, 6.033221837487633e-09, 5.6579173161868286e-08, 1.2500677663409692e-07, 1.4196790516279646e-09]",375.55621782931564,Computer Science
Azriel Rosenfeld,"[18577, 97426, 138315, 163657, 182665, 188328, 236028, 307319, 376878, 385419, 385663, 417134, 418609, 431635, 525029, 566620, 573020, 575408, 626233, 636466, 645743, 694110, 717809, 760474, 779146, 787907, 839189, 981727, 983137, 1012047, 1061769, 1107729, 1107949, 1114884, 1133242, 1193133, 1201310, 1211847, 1227737, 1238267, 1253748, 1255733, 1261726, 1267550, 1318613, 1360456, 1386915, 1391422, 1392353, 1400942, 1417320, 1438931, 1458505, 1463916, 1542223, 1596577, 1667700, 1683988, 1684228, 1729940, 1730925, 1781656, 1783375, 1789658, 1805839, 1826647, 1898390, 2001244, 2002689, 2022504, 2027160, 2057050, 2082409, 2125662, 2154389, 2171060, 2213432, 2239538, 2248979, 2251616, 2304730, 2362082, 2378297, 2405914, 2414930, 2420939, 2429758, 2487999, 2541476, 2546757, 2570331, 2599661, 2668759, 2680157, 2684314, 2699417, 2715005, 2738222, 2775831, 2809951, 2821613, 2839591, 2859078, 2861573, 2899982, 2908510, 2960036, 2996511, 3018408, 3037717, 3090204, 3099647, 3138593, 3140036, 3148070, 3165286, 3235551, 3245285, 3259001, 3291237, 3324478, 3355101, 3359199, 3370659, 3371885, 3408047, 3408240, 3418209, 3418818, 3521634, 3576714, 3578602, 3596926, 3651838, 3668266, 3709573, 3743610, 3783970, 3809569, 3828958, 3889967, 3981219, 4103818, 4124935, 4128116, 4199612, 4227911, 4265490, 4268788, 4316481, 4327819, 4394446, 4535337, 4550336, 4578267, 4581347, 4592066, 4607887, 4625936, 4626333, 4634795, 4682608, 4684516, 4706848, 4712178, 4715269, 4756122, 4804577, 4842865, 4843943, 4853087, 4884274, 4902545, 4934092, 4993136, 4995799, 5059932, 5068772, 5082755, 5113809, 5126515, 5276515, 5277344, 5298947, 5307597, 5309310, 5330575, 5338127, 5352677, 5355964, 5375493, 5388347, 5405650, 5443332, 5449911, 5462304, 5472196, 5472509, 5497980, 5506768, 5514458, 5638148, 5670028, 5678160, 5694921, 5717573, 5732478, 5784366, 5796778, 5820729, 5877159, 5910606, 5919572, 5931131, 5973658, 5993770, 6018502, 6032736, 6045816, 6091528, 6121936, 6161369, 6163143, 6166895, 6200819, 6223905, 6242229, 6242648, 6294226, 6315791, 6322570, 6339662, 6360251, 6379594, 6386358, 6389091, 6411326, 6450540, 6486422, 6488761, 6488934, 6493396, 6509234, 6525443, 6574232, 6607404, 6609554, 6645649, 6654299, 6671134, 6672300, 6687270, 6688812, 6724668, 6820048, 6863732, 6868442, 6874757, 6932135, 6952883, 6976371, 7043851, 7065375, 7067173, 7095157, 7102169, 7103965, 7113819, 7119276, 7174507, 7189167, 7196256, 7233537, 7257334, 7318643, 7380597, 7385434, 7390929, 7413309, 7570793, 7571696, 7583628, 7590203, 7621353, 7625839, 7638587, 7660335, 7670823, 7701096, 7734032, 7789400, 7797354, 7817340, 7847333, 7858329, 7858377, 7919478, 7950442, 8010996, 8021401, 8040989, 8046894, 8047493, 8083924, 8106118, 8123382, 8165471, 8185988, 8206059, 8238916, 8267844, 8277468, 8281790, 8285838, 8293206, 8298506, 8358564, 8360124, 8401634, 8402607, 8405280, 8425129, 8442281, 8460219, 8483094, 8523036, 8534107, 8598549, 8602933, 8636983, 8641067, 8704155, 8799247, 8807694, 8838033, 8861951, 8871523, 8910970, 8939921, 8960219, 8987899, 9002573, 9155842, 9179988, 9270278, 9271798, 9273877, 9360409, 9396896, 9454571, 9460633, 9498062, 9508181, 9540230, 9619918, 9634267, 9644876, 9675139, 9680728, 9692537, 9742255, 9755674, 9759124, 9788582, 9840498, 9899114, 9916314, 9943885, 9958433, 10043894, 10048502, 10052340, 10152805, 10162567, 10190779, 10223318, 10235467, 10237009, 10252508, 10266588, 10303005, 10305547, 10307359, 10313157, 10329720, 10336274, 10352147, 10385411, 10415773, 10474083, 10556862, 10571564, 10575213, 10581035, 10588161, 10618507, 10646362, 10652326, 10697155, 10761006, 10761514, 10780810, 10842957, 10849836, 10919547, 10936135, 10944067, 10987856, 10996483, 11004808, 11013226, 11066404, 11076534, 11082231, 11129612, 11140896, 11251868, 11276223, 11289750, 11307132, 11416275, 11437177, 11491546, 11504663, 11546071, 11584337, 11640835, 11645052, 11653699, 11655022, 11658127, 11664394, 11665895, 11705131, 11709194, 11726383, 11741402, 11749921]","[1, 4, 2, 0, 2, 2, 0, 1, 1, 0, 1, 0, 0, 0, 1, 2, 0, 2, 1, 0, 1, 2, 0, 0, 1, 0, 0, 1, 2, 2, 1, 1, 0, 1, 2, 0, 2, 1, 0, 1, 1, 0, 2, 0, 2, 0, 0, 0, 0, 1, 3, 2, 0, 2, 1, 1, 2, 0, 1, 1, 2, 1, 1, 1, 1, 0, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 2, 1, 1, 2, 0, 1, 2, 1, 1, 1, 0, 1, 0, 3, 1, 1, 2, 1, 1, 0, 1, 1, 0, 0, 1, 2, 0, 2, 0, 0, 2, 0, 2, 1, 1, 1, 1, 4, 2, 3, 1, 2, 5, 1, 2, 1, 2, 2, 0, 1, 1, 0, 1, 0, 0, 2, 1, 2, 2, 1, 1, 0, 2, 1, 0, 2, 1, 0, 3, 0, 1, 0, 1, 1, 1, 2, 4, 1, 1, 1, 6, 1, 0, 0, 1, 1, 1, 1, 0, 1, 2, 0, 1, 0, 2, 2, 1, 0, 1, 1, 2, 1, 2, 2, 0, 0, 0, 1, 2, 0, 2, 0, 0, 0, 3, 0, 2, 2, 2, 1, 2, 0, 2, 1, 2, 0, 1, 1, 0, 0, 3, 2, 1, 0, 2, 0, 1, 1, 2, 1, 0, 0, 2, 1, 1, 0, 0, 0, 2, 1, 0, 1, 0, 1, 1, 2, 0, 1, 2, 2, 0, 2, 0, 0, 2, 1, 1, 1, 2, 0, 1, 1, 1, 1, 0, 2, 2, 3, 2, 1, 1, 1, 0, 2, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 2, 0, 0, 3, 2, 2, 0, 2, 0, 2, 0, 2, 0, 1, 1, 1, 0, 2, 2, 0, 1, 2, 0, 1, 2, 1, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 2, 0, 2, 0, 0, 1, 1, 1, 1, 3, 1, 2, 1, 3, 1, 1, 1, 1, 1, 4, 2, 1, 1, 0, 3, 1, 0, 2, 0, 1, 0, 2, 1, 0, 0, 0, 1, 1, 1, 0, 3, 0, 1, 3, 0, 4, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 2, 2, 2, 0, 2, 2, 2, 2, 1, 3, 1, 0, 2, 1, 1, 2, 3, 2, 2, 1, 1, 1, 2, 1, 0, 1, 1, 0, 0, 2, 1, 2, 1, 1, 0, 1, 1, 1, 1, 1, 1, 3, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0]","[5.522814273492413e-08, 9.017523185112184e-09, 5.508826370246146e-10, 2.1970990796360743e-09, 2.178129767094066e-10, 9.61704896284159e-07, 1.8916616486745197e-08, 2.9881840503717e-08, 6.101090463650674e-09, 3.192133528923278e-08, 1.844103378424002e-08, 9.677339729257616e-10, 3.18802616045097e-09, 5.504677275861398e-06, 6.783319865450286e-09, 2.6654335181149656e-10, 8.964826282634192e-10, 2.208468174249106e-09, 6.100280374060055e-07, 1.8792907894160072e-08, 3.5077408305715916e-07, 3.1639595101164594e-10, 8.352197061176195e-11, 9.546653100981842e-10, 6.513275337785536e-09, 1.1603289876940032e-08, 1.4014343066820355e-07, 7.0097468734987776e-09, 7.503267491492295e-10, 6.015204254403957e-10, 2.708168869831868e-08, 5.940445699522138e-08, 8.523236196155353e-09, 1.5012521758805776e-09, 2.920302047582382e-10, 1.3346522355131173e-06, 1.0656266222582954e-08, 3.5932601487666184e-09, 3.6367583488322373e-09, 9.391360825359851e-09, 1.5332322278015257e-09, 1.4602514898656491e-09, 2.1404986688002444e-07, 5.682128185520989e-09, 1.8446377375583523e-10, 8.733575922417116e-11, 6.875930215814939e-10, 5.923536017745841e-10, 5.566593195638711e-08, 1.2865550729573355e-08, 3.800007927764715e-09, 2.462569670138584e-09, 2.4395442652399022e-06, 5.047376446823205e-10, 9.357818446137542e-08, 2.4484569252988415e-10, 3.3026975662268987e-09, 2.0366823589281772e-09, 3.4961919625933437e-09, 1.1442930463912915e-09, 7.68111755615495e-08, 9.069306486234391e-09, 4.0650618397155864e-08, 2.2856370068896083e-09, 1.7309078072482792e-10, 2.2112564896252188e-07, 7.223742698800875e-09, 2.2195723907412136e-08, 8.242766059636104e-09, 8.519742325391565e-10, 9.640917087482856e-10, 8.388409410859366e-08, 5.0830198184411635e-08, 3.8039270064121914e-10, 1.3004910478104594e-09, 6.978893964002184e-11, 4.372062916538558e-10, 1.7387755700084985e-10, 1.1048143442809463e-07, 4.918015705771265e-06, 1.2061093659630668e-10, 1.26114600639688e-10, 1.627789895327105e-10, 4.048459088236199e-10, 1.1528979774384386e-08, 2.0482653243153788e-07, 1.8848519441505115e-08, 2.6022491523936713e-10, 1.5570139331947104e-07, 4.9025705228096014e-08, 7.444392519870254e-10, 1.5659139572187396e-07, 2.820335091189104e-07, 1.2151849270836351e-08, 1.6500360687814975e-09, 3.068749497761845e-08, 4.4614389721921825e-09, 5.151536411538037e-08, 1.6658788295912068e-08, 3.563165851824778e-08, 3.787774874746945e-09, 3.278039051441889e-10, 1.440357714394164e-07, 2.235799831826758e-09, 4.4715379214297925e-08, 1.0289140254246022e-08, 1.0304671337903034e-06, 1.0417765946626384e-09, 2.1149616009725344e-09, 3.185137754530371e-10, 2.314028395468807e-09, 9.500245489683498e-08, 1.0447979345318919e-10, 1.2869978792467406e-08, 1.1916050470447693e-09, 2.9565907801269635e-08, 1.4477079383217961e-08, 3.27473131854812e-07, 4.526396623694734e-10, 4.647788679167269e-10, 1.9124056865376234e-08, 3.8850070705020895e-08, 2.0133944996679027e-09, 4.356729272093001e-09, 1.009259036662179e-09, 5.1055497512375755e-09, 1.0402998740174763e-08, 2.2238004811312138e-10, 9.848233403182926e-09, 3.443422994723573e-10, 7.520377863571358e-10, 1.8238151481360003e-09, 5.1871838584497664e-08, 7.474155338456995e-08, 1.5926160244345573e-09, 2.6520570844259422e-09, 1.7597102145390518e-10, 6.617812822961335e-08, 6.713785644949531e-08, 1.1313121153056338e-08, 3.532023103389632e-08, 9.053500405138649e-11, 2.9639572848094414e-07, 7.854696553850895e-09, 5.217401698625769e-09, 8.948561668617766e-11, 8.141288662339526e-10, 1.6934870153911691e-09, 3.777688517832607e-09, 1.1223764717291833e-10, 2.889515351531252e-10, 1.0602211211671617e-07, 9.706917572133801e-09, 1.7238519477484075e-08, 1.7736946793651782e-09, 2.6674849125877397e-10, 1.3350656333694966e-09, 1.9065784153355588e-10, 4.9783876744117115e-09, 8.864724174671031e-10, 1.035456270751466e-09, 2.4011389256799097e-09, 3.3344603072852383e-09, 6.293975175253181e-10, 1.0663419913090155e-08, 1.729599675730992e-10, 1.5088881946656853e-09, 2.6720616216571767e-09, 7.514744414312433e-09, 1.9412648956971686e-08, 4.1935800580569466e-08, 4.2844638134012856e-08, 3.821997014622192e-07, 2.0571848500617625e-07, 1.7604344160048743e-10, 9.673622706775304e-08, 1.0609520145017212e-08, 1.1166488621179421e-09, 6.931459922723631e-10, 9.895791729494191e-09, 3.0257855523346556e-09, 8.786690551893215e-11, 6.832974235549078e-09, 1.7243262329179842e-08, 1.717193931376685e-10, 3.7108169464112737e-09, 1.4495787640002912e-08, 4.5216778667215425e-08, 5.705477373822075e-10, 8.733575922417116e-11, 1.2461439582448382e-08, 1.1179141253035308e-08, 8.215738273114025e-10, 1.329784724082186e-07, 3.4742376172268215e-09, 2.5200469335150534e-08, 8.733575922417116e-11, 8.733575922417116e-11, 4.7112288420700226e-08, 6.775346994661545e-09, 1.0757038680012472e-10, 3.234347997609491e-09, 5.009866024501672e-10, 5.708521624851125e-09, 1.3967657487417899e-09, 2.2889976259923242e-09, 1.9914786062247262e-09, 4.472758863695664e-10, 2.138589507886703e-08, 2.560313221546032e-06, 3.7070139802009924e-07, 2.5986380652196424e-08, 1.9784543870209153e-10, 2.00233821701498e-08, 2.8822719832169025e-09, 3.76030198036277e-09, 2.217447402545343e-09, 8.593501799375142e-09, 2.0991288205802527e-10, 1.2883329723847917e-09, 1.2895439356787314e-09, 1.958696329403699e-07, 1.2851191596308637e-08, 1.0979406670663066e-08, 1.397209055599392e-10, 1.0229834558531937e-09, 1.4962688929173943e-10, 1.7195107921757476e-09, 7.281444408922505e-10, 3.1299872291554607e-10, 3.24251066946134e-08, 4.345160153595631e-09, 1.3492191394580227e-08, 1.1283165960059836e-08, 3.0506716702872246e-08, 1.923793539716849e-09, 4.122475781961513e-10, 6.787496814253624e-10, 1.793425517352872e-10, 1.4273901478624292e-09, 9.141662477308649e-09, 1.2398193515171467e-07, 2.096058221380108e-10, 1.8512712090401616e-07, 2.2298965185402494e-08, 2.8092960993995783e-09, 8.25308792668543e-11, 1.239700517161073e-10, 5.0252329071174234e-08, 4.753963265703457e-11, 2.674172427577885e-10, 2.2845985545586381e-07, 2.869179741876719e-09, 9.51995045426233e-09, 1.236400795212129e-07, 3.223862292750722e-08, 3.929616387904516e-08, 2.3342227172257063e-10, 2.1464270897764596e-10, 3.0413583856699734e-09, 6.609315980003285e-09, 2.9623118672849024e-08, 1.1574300314731306e-10, 3.305872083060038e-09, 2.689293745802909e-10, 7.207495160352362e-09, 6.085909986083169e-08, 1.312227822645095e-09, 6.854240006032247e-10, 9.205874021376914e-11, 1.389030816344255e-08, 7.384761108144202e-11, 2.9707565672349784e-09, 4.0882095249927973e-10, 9.839312818543332e-10, 8.041398475416173e-09, 6.311256560841918e-07, 1.0494991117452907e-08, 1.8610892674823157e-07, 1.4518543436358197e-09, 7.213213794101376e-08, 2.4030935751386205e-10, 1.236163270037895e-07, 4.4865315903556385e-09, 3.798372955536168e-09, 3.877732055321287e-09, 3.5389882011681906e-09, 3.3132491404828567e-10, 4.295693927778218e-09, 1.2010306647874368e-08, 8.733575922417116e-11, 1.5139507939483354e-07, 3.3613439460511373e-09, 2.0852306547496196e-07, 9.151710364420695e-11, 1.1430792580908641e-10, 1.0566167800047549e-08, 2.5444046888816634e-09, 9.104372096366547e-08, 3.151184427841533e-08, 2.8058644317303488e-08, 1.6801273438166097e-09, 3.931402466464619e-09, 4.949401048625007e-10, 2.146789375159416e-10, 8.901299335044808e-11, 1.5483700229949558e-06, 2.223029197450581e-09, 1.7521095241702845e-10, 2.928975613711491e-09, 2.2625209886426007e-08, 1.5178057804669344e-10, 8.49352902051602e-09, 8.733575922417116e-11, 4.262027851121253e-10, 3.093178700545151e-10, 2.237282429750255e-08, 4.417936752639926e-08, 4.8314929035363794e-09, 8.223505690079592e-10, 7.90488898815055e-09, 5.332243738359841e-07, 2.2873943126665372e-08, 7.585970569292451e-09, 4.660128788253634e-10, 2.4120035536889234e-10, 1.980314710046604e-08, 1.5540050198729782e-09, 1.2415059504370475e-07, 9.68467410433585e-10, 1.0323479810517274e-09, 7.648685571115797e-10, 2.880690233839531e-08, 5.4727921877974846e-08, 5.212202873040502e-10, 3.1792067476450894e-08, 1.5640242700785953e-08, 5.870135378938973e-10, 1.435489959833132e-09, 2.8023266174188975e-09, 8.17024541198564e-10, 3.191231385222316e-08, 3.0930547508062136e-10, 2.739450923789728e-10, 7.451172809422714e-09, 3.934306358920426e-07, 1.5222692775312023e-10, 8.794894241343263e-09, 6.885454931439481e-10, 9.031936199537267e-10, 1.4397388836601774e-08, 5.343959621813451e-09, 6.293164696360355e-09, 1.0423946200201318e-09, 4.586426728459549e-10, 1.5366944769637324e-06, 1.471979318525713e-10, 1.237349134695687e-08, 2.8235659860696637e-08, 9.341994782330947e-08, 8.682876003352243e-08, 2.421938137773857e-09, 3.325403534489682e-10, 6.620956952557589e-08, 2.654461610720475e-10, 4.42137187019018e-08, 6.14052063967484e-09, 8.010801284075618e-09, 1.4637059939432354e-09, 1.889333413146635e-09, 1.5802678427531052e-08, 1.2274067186524157e-08, 8.885728813051561e-11, 2.0933062856302585e-10, 2.1314441717543507e-10, 6.011532135518836e-08, 4.397853928774262e-09, 3.6655303519325036e-09, 1.3383845377621659e-09, 1.0431708758226911e-07, 4.414700492024202e-09, 1.0779972041860635e-07, 4.5579498123394625e-09, 2.3742039088667512e-08, 6.642603639268982e-08, 6.383028843438642e-09, 1.845450209491906e-08, 7.220351579998835e-09, 2.663292015703086e-07, 3.8769919022327944e-10, 1.0156817148897416e-09, 7.432207181623659e-10, 2.613541361991588e-10, 2.047519654359818e-08, 1.991750525200836e-09, 1.8569447835042216e-10, 4.072838931553976e-09, 3.854157973382316e-08, 8.372969953123148e-10, 9.07804513370426e-08, 2.3848696703473774e-10, 4.938215795049016e-09, 9.804493383381698e-11, 2.179415421868157e-08, 2.1449705909524028e-10, 2.3549278184036656e-08, 4.375231011429218e-09, 1.1169554887595688e-08, 3.592588468338418e-10, 3.7915049384567043e-07, 5.213267733190565e-09, 2.492347882682887e-10, 9.827400910643824e-09, 7.2181427971785e-10, 1.1806500784008324e-10, 6.304974278212666e-10, 3.0237550810293507e-08, 5.294673125943497e-10, 1.4630987534098821e-09, 2.3566105822077892e-08, 1.217366112344752e-07, 1.0072482573131823e-08, 3.7354757523553266e-08, 1.2308441568167675e-08, 2.6419424918790196e-09, 6.413406694787538e-09, 5.28923605365325e-10, 2.5342677623267976e-09, 9.159238769258123e-10, 1.7342077250165677e-09, 1.724196517662798e-08, 4.296705003770107e-09, 2.881411344890774e-08, 4.622198950765649e-09, 1.649652642838939e-08, 1.0459716150632936e-08, 1.1997294594208663e-09, 2.826801053539716e-09]",346.6186886050344,Computer Science
Ronald L. Rivest,"[142679, 157237, 274288, 478725, 501079, 510330, 521429, 597312, 610511, 639797, 755336, 845809, 917248, 1131171, 1156430, 1188298, 1200116, 1232533, 1268695, 1280046, 1409606, 1492572, 1633597, 1687050, 1794286, 1800812, 1820832, 1821914, 1891430, 1909138, 1919000, 1984467, 2002003, 2004626, 2018829, 2030830, 2095391, 2138698, 2333414, 2350643, 2350810, 2356088, 2372762, 2407945, 2464773, 2521995, 2568801, 2629792, 2900355, 2961576, 3093009, 3246245, 3268354, 3270825, 3303313, 3339812, 3555836, 3586248, 3616817, 3753126, 3941792, 4054836, 4056191, 4183095, 4195415, 4206438, 4413902, 4493487, 4629090, 4735198, 4753383, 4788415, 4851956, 4915496, 4954226, 5055122, 5055998, 5079428, 5148025, 5242366, 5409182, 5448367, 5453639, 5485593, 5519165, 5526958, 5566039, 5710738, 5719266, 5790164, 5913450, 5929376, 5933291, 6047576, 6051007, 6324222, 6342079, 6370876, 6417830, 6542880, 6545135, 6549437, 6652521, 6702227, 6760886, 6809215, 6903707, 6947903, 7047957, 7060626, 7149717, 7174959, 7225977, 7434618, 7442936, 7469686, 7478909, 7540068, 7572023, 7582868, 7662695, 7680184, 7740490, 7740590, 7847994, 7883893, 7883948, 7948863, 7961419, 8068817, 8111112, 8139910, 8145171, 8298812, 8426971, 8432787, 8525646, 8526579, 8596209, 8598159, 8635724, 8694207, 8720962, 8749706, 8859574, 8928488, 8991005, 9045903, 9052365, 9052417, 9130006, 9238622, 9350544, 9442771, 9460072, 9582556, 9598228, 9628566, 9646948, 9704150, 9765674, 9771939, 9919443, 9978499, 10024537, 10071900, 10140475, 10221790, 10230863, 10303844, 10396371, 10569447, 10613301, 10643643, 10827902, 10929966, 10938532, 10979357, 11057010, 11225728, 11267388, 11348525, 11481591, 11571426, 11589215, 11699194, 11732430, 11745952]","[1, 5, 2, 4, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 7, 2, 1, 2, 2, 4, 0, 1, 4, 0, 0, 1, 2, 0, 0, 2, 1, 2, 0, 2, 0, 0, 1, 2, 0, 3, 2, 4, 1, 2, 2, 2, 4, 0, 0, 0, 1, 2, 3, 2, 0, 0, 1, 0, 1, 6, 0, 0, 0, 2, 0, 2, 0, 0, 1, 3, 2, 10, 0, 2, 1, 0, 1, 0, 1, 1, 0, 2, 2, 0, 0, 5, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 2, 5, 1, 1, 1, 2, 5, 0, 0, 0, 1, 2, 1, 2, 1, 0, 0, 3, 0, 0, 1, 0, 1, 0, 3, 0, 0, 2, 1, 1, 1, 3, 1, 0, 0, 0, 0, 2, 0, 4, 2, 0, 0, 0, 0, 0, 2, 3, 3, 1, 2, 2, 1, 0, 2, 0, 5, 0, 2, 1, 1, 0, 1, 2, 8, 2, 1, 0, 4, 8, 2, 0, 0, 0, 0, 1, 8, 1, 2, 0, 5, 3, 0, 3, 0, 1, 3, 5, 0, 0]","[6.476421678632808e-10, 4.0238189589320356e-09, 1.6231101012971602e-08, 1.1440246074065855e-08, 3.745869129812428e-06, 1.9591837408546462e-10, 7.637623260249172e-08, 6.039736152639924e-07, 1.3989639249141942e-07, 4.3968764280649584e-09, 4.1388181044537854e-08, 3.3234998110972205e-09, 1.7543476682745062e-09, 2.451025240766642e-09, 2.954656741080597e-10, 1.6178425789204705e-07, 2.1670309917392686e-08, 1.4032342719310883e-08, 8.079160387213992e-08, 1.5963719369926748e-10, 1.1608727805370495e-07, 3.704415877070335e-10, 2.6721747088644436e-10, 9.978299960978939e-08, 3.3263532643640845e-10, 1.3433886896477724e-09, 2.638608451988393e-09, 8.32041246726172e-07, 1.7387628517118293e-10, 4.913280583342879e-07, 5.737866891155241e-08, 6.819766538404198e-10, 2.8335601881619974e-10, 7.578801247656324e-10, 9.205786197635325e-09, 4.984027285501419e-09, 4.666402980682422e-09, 2.443261203577422e-10, 1.2779321984298143e-08, 3.2095758801738455e-09, 3.4823592139692054e-10, 3.731307062937261e-09, 6.826743491269894e-09, 1.7638299730345576e-10, 1.3868688175375475e-09, 1.299790193293197e-07, 4.4824993807068833e-07, 4.52998349888684e-09, 7.509348830775579e-09, 1.4159255715417695e-05, 2.9246055751744017e-07, 5.5985767554917334e-08, 3.11807641516462e-08, 6.808223947413694e-08, 3.8505756567662254e-10, 4.3317012221575525e-10, 1.1794152178357304e-08, 1.9928587921037323e-09, 1.2953880465073442e-09, 9.862415270705017e-10, 4.988560136388947e-08, 3.8114995376947624e-08, 1.6257725144114418e-10, 1.508530611154032e-09, 4.797338871912805e-08, 4.936520107517835e-08, 6.300943748991606e-07, 3.105179690485916e-10, 1.7703346272750764e-08, 3.906464691788347e-07, 6.377816305498438e-08, 1.3303788345351346e-09, 1.3572543318526507e-08, 5.738609763289309e-10, 2.1563811866502697e-07, 1.5082528354928327e-10, 1.0496689873537895e-08, 2.0347373691588814e-10, 3.886714162985365e-08, 9.0704016947888e-08, 3.203189967551675e-10, 1.4180931432877467e-10, 1.412772759824449e-07, 2.502244483413702e-10, 2.5140367407422268e-09, 4.0265640885752364e-10, 2.449532314636474e-09, 1.4336287919878287e-09, 1.351033641404255e-09, 1.3723371851579936e-09, 2.564630214301242e-10, 3.159456779718299e-08, 1.3997692086675851e-08, 4.606391193996773e-09, 6.134399652392982e-10, 3.2896755652064785e-09, 9.003102726535897e-10, 2.548065240233257e-07, 1.3864822244649937e-08, 4.899762908742209e-08, 8.80092444276913e-09, 3.150108109698768e-07, 1.1817734287766227e-08, 2.406120832755014e-09, 8.023004733051135e-09, 1.2586533007116629e-08, 6.39478572234886e-08, 5.202376715060481e-08, 1.3405667900501496e-07, 3.0747625567419763e-09, 9.063256314994929e-09, 4.301702556677671e-09, 2.2006753388002947e-09, 6.0850972063443834e-09, 2.0293401878083275e-10, 9.199586946636831e-08, 2.1895209655577815e-08, 1.2633333944682476e-07, 2.817381846557274e-08, 4.4189503231295526e-08, 8.12332225202306e-09, 4.640427914080856e-08, 1.1487454952601126e-09, 7.061039298676317e-08, 5.656513762052446e-08, 6.407081985094344e-09, 5.252150214019531e-09, 1.767826413746227e-08, 1.4029204238540201e-08, 3.5921717656126165e-09, 5.260222305997953e-08, 1.7966985657891058e-09, 1.643824404096861e-08, 1.7192387658510996e-10, 2.0347373691588814e-10, 2.771137118993289e-09, 6.5177314444595e-10, 1.7638299730345576e-10, 7.372109524912766e-07, 2.301006848810641e-10, 2.740308624647889e-10, 6.0772483388798315e-09, 3.151501013455185e-08, 1.4037821115664941e-10, 2.4624648988242343e-08, 1.6833030820764343e-10, 3.6602154510836334e-08, 1.4602098390805465e-08, 3.0916267960618918e-09, 2.3500758146040916e-08, 4.166190888043735e-09, 2.3010945928522433e-07, 5.260076039879058e-09, 9.028629669634112e-09, 6.694656168934692e-10, 7.212819537948075e-10, 4.4506445954039036e-10, 3.588577468887429e-10, 1.6771238368567712e-09, 1.0360037634139813e-07, 7.0964048588861965e-09, 2.93656450425474e-10, 4.9731243056999837e-08, 8.884433638314332e-09, 3.658032881177207e-10, 5.399984031436887e-09, 3.509455278916236e-10, 2.805955303807411e-09, 5.610491157694265e-08, 1.0891293590423767e-09, 1.9039306648143372e-08, 5.46728677675091e-10, 2.1336824593576506e-09, 3.0129745694131593e-09, 4.552656181107401e-09, 1.4489796416737488e-10, 4.933598237358161e-10, 5.2095141910654855e-08, 1.9889548018197844e-08, 1.53242113330744e-10, 2.633338742425518e-08, 3.3433748101871934e-09, 2.548078487781502e-08, 4.193179673857464e-09, 6.220010169136092e-10, 7.64671990903793e-10, 4.611442731110726e-09, 1.2556118524613237e-07]",308.6669564250298,Computer Science
H. Nyquist,"[1618828, 5954566, 6720825, 7236624, 9158623, 10665731]","[0, 0, 0, 0, 0, 0]","[1.6622808732144266e-05, 4.20353522427469e-06, 3.979985541427546e-07, 1.5559264158047072e-08, 1.1887963699028368e-06, 6.375510423364495e-09]",301.8489540188178,Computer Science
