author,id,order,rank_score,score,major
M. H. Kalos,"[51781, 184829, 302355, 322525, 549267, 639038, 963307, 1044034, 1096777, 1376480, 1417686, 1653334, 1703803, 1811082, 2048443, 2174656, 2234929, 2340700, 2403992, 2424733, 2429188, 2500444, 2770344, 2808539, 3019668, 3068502, 3118853, 3307900, 3505331, 3545201, 3548538, 3549315, 3817011, 3858510, 3994870, 4076102, 4113064, 4282354, 4506744, 4512070, 4516173, 4583603, 4604557, 4667424, 4829255, 5027076, 5265838, 5284595, 5336986, 5340096, 5358247, 5495896, 5696019, 5801256, 5839970, 5901795, 6006813, 6152521, 6193392, 6267259, 6320339, 6505586, 6530559, 6533140, 6756716, 6760565, 6950233, 7020566, 7024258, 7118570, 7176553, 7186173, 7210895, 7284911, 7286627, 7514615, 7516486, 7526062, 7571051, 7690318, 7707668, 7709234, 7802924, 7862369, 7932197, 7933942, 8069996, 8116843, 8177989, 8310712, 8348339, 8368636, 8419574, 8553087, 8793017, 8813611, 8876760, 9087602, 9195454, 9202991, 9265179, 9329805, 9343658, 9384345, 9463285, 9471339, 9839182, 9904561, 9992058, 10026603, 10074403, 10149519, 10225754, 10291688, 10396315, 10452015, 10574739, 10664977, 10806726, 10861390, 10983117, 11176203, 11234903, 11367443, 11580810]","[1, 2, 3, 0, 1, 1, 0, 2, 2, 1, 2, 3, 2, 1, 4, 2, 2, 0, 3, 0, 2, 2, 1, 0, 0, 0, 2, 0, 3, 2, 3, 0, 1, 2, 0, 1, 0, 2, 1, 1, 2, 3, 5, 3, 3, 0, 0, 0, 2, 1, 1, 3, 3, 3, 1, 0, 3, 3, 1, 2, 0, 1, 5, 3, 3, 0, 1, 0, 1, 0, 2, 1, 0, 0, 3, 1, 1, 1, 1, 2, 1, 1, 1, 3, 2, 2, 1, 0, 4, 1, 4, 3, 0, 1, 2, 2, 3, 1, 1, 1, 0, 1, 3, 2, 0, 4, 0, 1, 1, 1, 2, 0, 2, 3, 2, 0, 1, 1, 0, 1, 1, 0, 1, 2, 2]","[7.955503603701052e-07, 1.721172667724948e-10, 5.865478083045976e-09, 4.340355950208281e-09, 9.424434338839334e-10, 1.5012084563537678e-09, 3.212460824509646e-10, 9.297278217020252e-09, 2.2689942553298275e-10, 1.980933716734001e-09, 1.9380905656839504e-10, 1.6683912035925977e-08, 1.532416804866445e-09, 1.8215153996365012e-08, 5.1203836381645e-10, 9.94374651208247e-09, 2.6984494843808892e-09, 1.5871947466500856e-08, 1.0449655429483353e-08, 2.71966189383415e-10, 1.4981418319026139e-09, 2.225097092716611e-10, 1.9277133878519417e-10, 3.5880868602886695e-10, 1.0511347688176747e-08, 7.275421256348327e-10, 3.7757495412892755e-10, 8.678063857066867e-10, 6.234361819216362e-09, 2.302577229264657e-08, 4.2400071043053814e-10, 1.349569957139652e-09, 5.036818175902315e-09, 7.194213709105763e-10, 1.2741575837408983e-05, 1.577631935779472e-08, 3.868598305435976e-10, 2.293435508846163e-10, 2.526661680778881e-10, 7.575276201000067e-09, 1.1670507573263603e-08, 3.6605801473863127e-10, 1.919215797565055e-09, 7.188241319164719e-09, 8.677347711805176e-10, 2.9181688262907647e-10, 1.3648706541570395e-08, 4.2028103776408676e-09, 8.394864914036476e-10, 9.480518491866836e-10, 1.9379965479665167e-08, 1.8701747550790484e-09, 9.741455949340677e-09, 2.3019965651861327e-10, 8.07702091115738e-10, 4.1849813708002644e-09, 4.4976004420334545e-10, 1.0277927559222369e-09, 9.119879298536127e-10, 4.286836555648524e-09, 1.514590779713121e-08, 1.7533834493283838e-09, 2.87878201599575e-09, 2.7152218310870855e-09, 4.2812978679341296e-09, 3.453500786338375e-10, 2.457142411159645e-10, 3.2905726817173567e-10, 3.309882987274027e-10, 1.4544890699690861e-10, 6.402186199194472e-10, 3.873926297924301e-09, 7.067748761905492e-09, 1.7059902512228442e-09, 7.26807764935046e-09, 4.492247882303549e-10, 6.393756160355981e-10, 6.360840038690111e-10, 6.813599313177623e-10, 5.527511569851459e-09, 8.862403670258448e-10, 1.0363352736339132e-09, 1.224271501384742e-09, 1.0153240235238292e-09, 6.506391037227824e-09, 2.493954873688474e-09, 5.840162219875873e-10, 1.3066556621477615e-08, 1.5159130598881106e-09, 6.801526314820527e-10, 2.8845189875621464e-10, 7.747215646333022e-09, 2.7400949044059086e-09, 2.772177949167968e-10, 2.038387470045382e-08, 7.481741781647453e-10, 2.286048939154524e-09, 3.3999357986245004e-09, 6.455644563067973e-09, 6.0223593691488355e-09, 3.559971261137856e-10, 3.253281293033585e-09, 1.2864405167296639e-09, 1.5584873743323468e-09, 2.1921525810995397e-10, 1.2839124159138044e-10, 1.827539960482265e-09, 3.092252424814837e-10, 1.3348583637280623e-09, 2.2053833011187876e-10, 1.0463306470006551e-09, 2.769644134640794e-09, 4.4794035569937695e-10, 3.2351146019979156e-09, 1.1569476104321122e-09, 2.54121114676523e-10, 5.277697495666582e-10, 1.530701832889687e-09, 9.858258155412086e-09, 6.519983333173322e-10, 6.530928504635441e-09, 3.726767632945088e-10, 3.597771374576021e-10, 5.209901160971586e-10, 1.3281252122085642e-09]",194.47283666378414,Physics
Brian P. Flannery,"[219469, 510519, 663027, 713938, 938154, 950335, 1004872, 1005880, 1008793, 2061410, 2171348, 2356634, 2428602, 2789304, 2978960, 3144296, 3192067, 3252796, 3833142, 3834079, 4249236, 4287947, 4627122, 4749603, 4801033, 4807119, 4822997, 6072820, 6520728, 7254500, 7356067, 7733193, 7816021, 7967177, 8035881, 8062972, 8363092, 8403915, 8568783, 8961636, 9099869, 9207498, 9244609, 9561072, 9574319, 9577941, 9961338, 10116426, 10672675, 10782892, 10904295, 11433869, 11621917, 11718156]","[2, 1, 0, 0, 0, 0, 2, 0, 2, 2, 2, 2, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 2, 2, 0, 2, 0, 2, 2, 0, 1, 2, 1, 1, 0, 0, 0, 0, 2, 2, 0, 1, 2, 3, 2, 0, 3, 1, 0, 2, 0]","[7.085233366152944e-10, 3.012273567478747e-09, 7.083900470404994e-10, 1.1149591502608346e-09, 7.616807093614146e-10, 4.193515206150212e-10, 5.935981835821386e-09, 7.083900470404994e-10, 2.8292910289368104e-07, 1.4287948782544797e-07, 4.4856819924716264e-10, 5.658582109482529e-09, 1.2172199027657595e-07, 1.2069604079462459e-09, 8.200423303793658e-10, 1.937950377038883e-09, 1.1159810818470865e-08, 5.834506970087472e-09, 4.308841226369714e-09, 8.527060346778878e-10, 2.240458581901315e-09, 8.584616513171959e-10, 6.069803779153227e-08, 1.6898716895006858e-07, 3.325898169047502e-08, 9.978750035100322e-08, 1.2993647874447993e-08, 8.511577245098979e-06, 1.3287249660908233e-07, 2.3822462311411147e-07, 3.716112645556391e-10, 4.3962640551638655e-10, 5.400135612928008e-10, 1.3818832507751011e-09, 1.0702928097600626e-06, 5.43560391334806e-10, 4.105945195110857e-07, 3.1182767685690615e-09, 2.4544192024044207e-10, 1.1255824957246698e-09, 1.6662835678217538e-09, 2.701065836112196e-10, 6.98761482015669e-09, 1.3876491944858077e-09, 1.4178326043425488e-10, 2.6967779053172486e-08, 1.9395815156460097e-09, 5.559484373070835e-08, 7.485425581682577e-10, 4.348578620423758e-09, 6.187743175546846e-10, 3.6538742882291522e-06, 1.6414935338854016e-09, 5.4101714318212115e-09]",193.95309609890538,Physics
John G. Kirkwood,"[55480, 126515, 347095, 399562, 458664, 606781, 678682, 704061, 763400, 887620, 920086, 951980, 1092616, 1102913, 1322721, 1361097, 1485519, 1672110, 1699693, 1746126, 1840013, 1992238, 2020365, 2112969, 2302578, 2339792, 2395412, 2433003, 2456465, 2527941, 2564821, 2686041, 2752374, 2842763, 2899901, 2974273, 2983900, 3013660, 3064220, 3084381, 3198869, 3441414, 3577089, 3600829, 3673513, 3739095, 3756874, 3791782, 3848875, 4381390, 4751659, 4964825, 5037437, 5321913, 5467675, 5630487, 5766615, 6542201, 6994875, 7178470, 7388487, 7495570, 7528262, 7673851, 8062172, 8116398, 8411864, 8500920, 8648734, 8778434, 8992588, 9315847, 9425639, 9646435, 9651829, 9841820, 9866424, 10174186, 10537793, 10585537, 10609705, 10739832, 10881030, 11173928, 11218169, 11399152, 11514237, 11532887, 11607189, 11660400, 11690336, 11753458]","[0, 0, 0, 2, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 2, 2, 0, 1, 1, 2, 0, 0, 1, 1, 1]","[2.2794310950021683e-07, 4.9463805153334964e-09, 1.2996268616828023e-07, 4.1348667186372715e-07, 2.508205457060435e-08, 3.352059539378663e-08, 1.174818998972119e-06, 8.053281381566871e-08, 5.0758550102573245e-09, 5.01088928708214e-09, 3.046706424315338e-08, 2.6228805217903296e-09, 9.778032987807872e-10, 1.4803339759013832e-06, 3.9538049137144157e-10, 3.554833849553392e-07, 9.71704899453481e-09, 4.6837828250534714e-07, 1.1477303518952643e-07, 1.0851143649369152e-08, 3.524476489949125e-08, 2.8606345901045038e-08, 9.364140824105071e-08, 5.280565241931324e-08, 9.28295183064019e-08, 1.0223014833848881e-07, 5.5420769981410105e-08, 5.608386669397278e-09, 8.042225575467025e-09, 9.122863611784448e-08, 7.4087648141025e-09, 7.622244408966004e-08, 9.65479155057676e-08, 1.3976951098214763e-08, 4.062569340528767e-08, 3.754286471372357e-09, 7.761889944267957e-09, 4.899549960352074e-07, 4.013969391262887e-08, 1.9516958225004922e-07, 4.3969736228318865e-10, 9.255286912104909e-08, 7.419361124774626e-08, 1.3026764825338365e-08, 4.614735076872296e-07, 1.016185786093314e-07, 1.5583683589146698e-07, 8.262265774747157e-08, 5.600497470609844e-08, 7.084487716239572e-10, 2.3493524640516672e-08, 2.3623030239090367e-07, 4.485466342757053e-09, 4.073999386169467e-08, 4.904431111423728e-06, 2.5068558534355905e-08, 4.105281008101788e-08, 1.801531739521443e-09, 1.800370119331369e-07, 1.6104206922274035e-09, 1.0423337310321874e-07, 1.9700225783052884e-07, 6.302286974314964e-09, 5.550794664435903e-10, 6.771935477976425e-07, 3.0168504617789536e-09, 8.97367848903489e-08, 1.1031943101195915e-09, 8.627591070102836e-07, 1.6363383674909316e-08, 1.5424487617528472e-07, 1.4503238887406969e-07, 1.4668277657574298e-07, 1.1002382361715474e-07, 1.7485012226892735e-08, 1.0795394779230878e-08, 9.588652777182713e-09, 2.505632484929727e-09, 6.220785751513268e-08, 4.3666055793143246e-10, 8.58243078602628e-09, 5.835447753814928e-08, 2.3099499034801613e-08, 4.850663819667366e-08, 4.8638663710364305e-08, 3.4513724066824317e-09, 6.892053788763935e-09, 1.301676992203879e-07, 9.575658290714864e-08, 5.305697460748182e-08, 6.017542180434387e-09, 1.5046992017592887e-08]",184.5473565741609,Physics
Horatio Scott Carslaw,[3532852],[0],[1.2367245523767375e-05],169.0139636115872,Physics
G. K. Batchelor,"[119910, 195497, 696264, 791434, 892070, 1077251, 1264139, 1266706, 1424131, 1555562, 1657655, 2052824, 2564862, 2756109, 2774653, 2814826, 3071309, 3264485, 3798163, 3922389, 3931771, 4046852, 4061240, 4115186, 4140968, 4225245, 4349694, 4770543, 4831890, 4890407, 4901375, 5493687, 5946347, 6242905, 6641889, 6684368, 7080719, 8115720, 8187414, 8456507, 8494489, 8749633, 8761013, 8831372, 8900347, 8953223, 9010358, 9672820, 9769166, 10495315, 10528604, 10658510, 10880839, 10910674, 11113169, 11157069, 11510223, 11599620, 11671085]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7.342694694066821e-07, 1.4736233961870685e-09, 7.498380225194094e-08, 3.104823034127843e-07, 5.409691212452567e-07, 1.1723766358369988e-07, 1.6711625590019736e-07, 1.889522577858534e-09, 4.715554519342002e-07, 2.022022910171222e-07, 8.456417386371874e-10, 5.623337194065805e-08, 1.2026839130813512e-07, 3.8100734096928503e-07, 1.0672288771968825e-07, 2.1346245247011986e-07, 1.0683103912713228e-07, 4.158729778898453e-07, 1.1875510302660507e-08, 7.387740434060665e-09, 6.982497314715126e-10, 8.701210132769863e-08, 2.5391493760260233e-06, 1.9847230568971287e-08, 7.44867402979033e-10, 3.771799054974684e-09, 2.6534951324596493e-09, 1.1671636402611155e-07, 3.428458037769783e-08, 1.5772692615827015e-08, 2.5202801874130383e-07, 1.207121794910543e-09, 2.9733391966787087e-06, 6.924397384859471e-07, 4.452854926453721e-09, 8.827750581936574e-08, 4.058021032126761e-09, 9.999867379717233e-08, 8.297316741526502e-08, 7.91493380435894e-08, 1.7201001043922675e-08, 4.038091193723745e-09, 3.2960819157921304e-08, 7.657746046075945e-08, 3.302259765278562e-10, 3.6181620914578718e-09, 8.585289630157367e-08, 1.1232684765204766e-08, 9.875711363467873e-07, 1.0791834396766551e-07, 1.1345051703443849e-07, 1.4746915435464073e-09, 1.3116354942715774e-08, 4.371334176116366e-08, 6.820572869102716e-10, 1.0088392713545428e-07, 6.636905862327681e-10, 5.485803670003696e-07, 7.248881297179517e-10]",167.88362582873285,Physics
Max Born,"[667795, 1087199, 1158268, 1592650, 1662893, 1687877, 1753411, 1896570, 2067498, 2139543, 2258612, 2444478, 2504261, 2797240, 2868113, 3137858, 3363447, 3461280, 3518992, 3658652, 3788938, 3794060, 4164206, 4486367, 4654797, 4717314, 5317950, 5569337, 6069041, 6147608, 6175839, 6379373, 6592433, 6837640, 7069287, 7087186, 7247261, 7272103, 7766636, 7851786, 7930381, 8006151, 8044798, 8396619, 8701337, 8775854, 9299321, 9440464, 9490585, 9827717, 10151861, 10297581, 10440558, 10459924, 10465572, 10531475, 10584681, 10827136, 11216222, 11452996]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 1, 0, 0, 0, 0, 0, 0, 304, 0, 0, 0, 0, 72, 0, 0, 87, 4, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0]","[4.2636901969619276e-09, 6.554391325187153e-10, 2.70020565538161e-09, 4.773347709888812e-08, 5.061917919918947e-08, 1.0084855901899108e-09, 5.584388691998098e-10, 1.1487834547017824e-09, 1.2391847372130896e-09, 3.1914743558566195e-08, 1.0057009954057781e-10, 2.8182309269269226e-09, 9.617262304958912e-10, 2.1005431109145208e-10, 3.060419280898459e-08, 8.51915231954791e-10, 1.0731481062041073e-09, 2.058584833045402e-06, 5.625450373556907e-10, 3.215652916721116e-09, 6.375510423364495e-10, 6.387983583552939e-10, 5.4447477665379915e-09, 9.428600038085514e-08, 8.164428020679884e-10, 8.863632452726555e-11, 1.769711671915315e-09, 6.726806848478876e-07, 6.434604477627216e-10, 3.199283431007868e-09, 9.23037557534726e-10, 2.875454069163828e-09, 3.1533721210560335e-09, 5.276284488301651e-10, 9.14475250111864e-10, 6.982928261923704e-09, 3.7275796576779884e-09, 6.830997515930661e-10, 7.252143106577114e-10, 1.8125951809045714e-09, 1.7373111853697877e-09, 5.2904091338810725e-08, 4.06227753723887e-08, 6.309107628959601e-10, 3.1704914649192955e-07, 1.1432301855246666e-10, 9.796180305327896e-10, 8.136091629866947e-06, 1.9620086509145615e-10, 1.5835544786690462e-09, 5.670798674821322e-09, 6.837113584595004e-10, 1.653957507683669e-08, 1.242503285216481e-07, 9.111883165267169e-08, 4.08849386548382e-09, 6.472339425686359e-10, 6.523601696341354e-09, 3.242677534143042e-09, 6.10580848751606e-10]",160.0075521712849,Physics
L.D. Landau,"[103613, 111215, 189713, 769201, 1067937, 1225862, 1306253, 1308145, 1508407, 2160778, 2196229, 2241076, 2536662, 2754770, 3098316, 3103044, 3156369, 3260036, 3360002, 3485250, 3672511, 3696343, 3725622, 3890985, 3928542, 4083987, 4263773, 4463206, 4494505, 4549344, 4714645, 5181262, 6223470, 6254797, 6277545, 6297483, 6965726, 7128284, 7525631, 7580621, 7629889, 8114830, 8126939, 8524374, 9034425, 9081077, 9111367, 9122306, 9346490, 9355351, 9718103, 10194932, 10341600, 10638553, 10706284, 11253887, 11515613, 11554824, 11564303, 11598829]","[1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0]","[8.864399697565904e-10, 1.474206862219068e-09, 1.0097566003151738e-09, 1.4042014931071977e-09, 1.4423761869509619e-08, 9.238716642683773e-09, 6.617499204725188e-09, 4.423612337547132e-10, 6.494168918467963e-07, 5.334694061035465e-10, 1.5402012466003986e-07, 2.1369428007833094e-09, 5.992231937502407e-10, 4.712030375144865e-10, 8.692752679979355e-10, 1.0543026003854452e-06, 1.36365787040847e-08, 4.4091704114182855e-10, 8.221925601325908e-09, 3.1540911498689546e-07, 4.369481713403442e-10, 1.1139479020983307e-08, 9.805241792495797e-08, 1.5806847359364586e-06, 3.7121462687990275e-07, 1.0676169303145872e-08, 4.7894374055493994e-06, 2.2867841350081706e-07, 4.6054297857850287e-10, 5.3537437100403066e-08, 4.423612337547132e-10, 5.445275806432309e-10, 7.1535545267236125e-09, 6.375510423364495e-10, 4.510111206768684e-08, 4.958241675389502e-10, 4.968891233818753e-10, 1.2919528951004764e-09, 5.1725283696591115e-09, 6.035358112968899e-08, 2.3226309709223124e-08, 5.916574122447161e-10, 2.032045225169554e-09, 6.253848006959127e-10, 2.4588149335061593e-06, 1.9413759243518303e-08, 7.637960168105867e-09, 6.3084114120362106e-09, 2.6562389103334636e-09, 3.620661393560893e-09, 5.371719208377289e-10, 8.197597173186084e-09, 9.360539868174227e-09, 6.332098411716047e-10, 5.398898144876389e-10, 2.9653536852858114e-10, 2.62402058059419e-09, 3.0724647897587985e-08, 1.508854709313964e-08, 6.578069474468127e-10]",158.01441960947247,Physics
